Job Title,Company,Location,Time Of Work,Job Description
Quality Engineer - QA,Confidential -,"khanka, Qalubia, Egypt ",Full Time,Entry Level · 0 - 5 Yrs of Exp · R&D/Science · Quality · Engineering - Other · Quality Control · QA · Quality Assurance · QC · Engineering · English · Manufacturing
Senior Native Android App Developer,Enegix -,"Alexandria, Egypt ",Full Time,Experienced · 4 - 6 Yrs of Exp · males_only · IT/Software Development · Engineering - Telecom/Technology · Android · Android SDK · Software Development · Mobile Development · Mobile App Development
HR Admin & Employee Relations Specialist,Data Science -,"Hadayek October, Giza, Egypt ",Full Time,Experienced · 1 - 5 Yrs of Exp · Administration · Human Resources · Operations/Management · Employee Relations · Administration · Communication · Human Resources (HR) · Communication skills · OD · MS Office
Senior Talent Acquisition Partner (Arabic-speaking),Johnson & Johnson -,"Dubai, United Arab Emirates ",Full Time,Not specified · Human Resources · Human Resources (HR) · Recruitment · Talent Acquisition · Interviewing · Screening · Sourcing · Business Administration · Communication Skills · HR
Geologist (m/f),Dornier Group GmbH -,"Riyadh, Saudi Arabia ",Full Time,Not specified · Administration · R&D/Science · Engineering - Other · geology · admin · administration · customer service · engineering
HSSE Supervisor,DB Schenker -,"10th of Ramadan City, Cairo, Egypt ",Full Time,Manager · 5+ Yrs of Exp · R&D/Science · Quality · Health · HSSE · OSHA · Medical · Quality · Safety
IT Specialist,Expleo -,"Cairo, Egypt ",Full Time,Experienced · 3 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · ITIL · Microsoft Azure · Microsoft Office 365 · Firewall · Cisco Technology · Cisco CCNA
Senior Java Developer,Bypa-ss -,"Maadi, Cairo, Egypt ",Full Time,Experienced · 4 - 6 Yrs of Exp · IT/Software Development · back-end · Java · AWS · CI/CD · Git
Accountant,Avey -,"Doha, Qatar ",Full Time,Not specified · Accounting/Finance · Administration · Banking · Accounting · Finance · Financial Analysis · Financial Management · Microsoft Office · Commerce · Microsoft Excel
Mechanical Engineer,Remas east company -,"New Cairo, Cairo, Egypt ",Full Time,Entry Level · 1 - 2 Yrs of Exp · Engineering - Mechanical/Electrical · Engineering - Oil & Gas/Energy · Mechanical · Engineering
Piping & Mechanical Design Engineer,Dar El Meyah For Supplies and Contracting -,"Sheraton, Cairo, Egypt ",Full Time,Experienced · 2 - 5 Yrs of Exp · Engineering - Construction/Civil/Architecture · Engineering - Mechanical/Electrical · Engineering - Other · Mechanical Engineering · piping · Mechanical · Design · Water Treatment · Piping Design · AutoCAD 2D
System Administrator,Safa International Travel -,"Dokki, Giza, Egypt ",Full Time,Experienced · 5 - 7 Yrs of Exp · males_only · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Engineering · Information Technology (IT) · Linux · Network Administration · System Administration · Software · Security
It Specialist and System Administrator,Kiromarble for marble and granite -,"Sheraton, Cairo, Egypt ",Full Time,Entry Level · 2 - 3 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · MCSA · Information Technology (IT) · System Administration · System administrator
Sr. DBA Admin,egabi solutions -,"Sheraton, Cairo, Egypt ",Full Time,Experienced · 3 - 5 Yrs of Exp · IT/Software Development · SQL Server · DBA · DBA Administrator · IT · Information Technology (IT) · System Administration
Senior Mechanical Technical Office Engineer,Better Home -,"New Cairo, Cairo, Egypt ",Full Time,Experienced · 6 - 9 Yrs of Exp · Engineering - Mechanical/Electrical · AutoCAD · Revit MEP · Engineering · 3D · Mechanical Engineering · TO · 2D
Senior Testing Automation Engineer,LxT -,"Agouza, Giza, Egypt ",Full Time,Experienced · 3 - 5 Yrs of Exp · IT/Software Development · Software Development · Software Testing · Selenium · JIRA · JMeter · ISTQB
Quality Control Manager,Confidential -,"Obour City, Cairo, Egypt ",Full Time,Manager · 15+ Yrs of Exp · R&D/Science · Quality · Manufacturing · quality · Quality Assurance · Six Sigma · Quality Control · Leadership · ISO 9001 · Engineering
DevOps Engineer,CrossWorkers -,"New Cairo, Cairo, Egypt ",Full Time,Experienced · 3+ Yrs of Exp · IT/Software Development · CI/CD · DevOps · Docker · Kubernetes · Azure
Information Security Engineer,Confidential -,"Giza, Egypt ",Full Time,Experienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Security · CISA · Computer Engineering · ISO 27001
Senior HSE Specialist,Egyptian Starch and Glucose  Manufacturing Company -,"Musturad, Qalubia, Egypt ",Full Time,Experienced · 5 - 10 Yrs of Exp · males_only · Other · HSE · HSE Management · NEBOSH · OSHA · FMCG
QA Compliance Specialist,European Egyptian Pharmaceutical Industries (EEPI) -,"Ameria, Alexandria, Egypt ",Full Time,Entry Level · 1 - 3 Yrs of Exp · Manufacturing/Production · Quality · Pharmaceutical · QA · quality · Quality Assurance · Compliance · CGMP · Pharmaceutical Industries
Food And Beverage (F&B) Officer,Kode Clubs - Hassan Allam Sports Clubs -,"New Cairo, Cairo, Egypt ",Full Time,Entry Level · 1 - 3 Yrs of Exp · Hospitality/Hotels/Food Services · Operations/Management · Quality · F&B · Beverage · Quality Control · Quality Auditing · excel · HACCP · Analysis
Full Stack Developer - Remote,Sequel Solutions -,"Cairo, Egypt ",Internship,Student · IT/Software Development · CSS · Full Stack · Java · JavaScript · React.js · Node.js
Application Support Engineer in New Capital,Techno Management -,"New Capital, Cairo, Egypt ",Full Time,Experienced · 2 - 5 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Application Support · Application Support Engineer · Customer Service · Support · Support engineer · Technical Support
Accounting Manager,Data Science -,"Hadayek October, Giza, Egypt ",Full Time,Manager · 10 - 15 Yrs of Exp · Accounting/Finance · Administration · Banking · Communication skills · Accounting · Bookkeeping · CMA · Financial Management · Financial Analysis · Finance
Sales Support Administrator,Aman -,"Maadi, Cairo, Egypt ",Full Time,Entry Level · 1 - 2 Yrs of Exp · Accounting/Finance · Customer Service/Support · Sales/Retail · Sales · Customer Support · Customer Service · Customer Care · Microsoft Office · Marketing · Sales Skills
Senior Node JS Developer - onsite,Edentech -,"Heliopolis, Cairo, Egypt ",Full Time,Experienced · 5 - 8 Yrs of Exp · IT/Software Development · Node.js · MySQL · PostgreSQL · MongoDB · expressjs · fastify · OOP · Problem Solving · API
Embedded Software Engineer,Samaya Electronics Egypt LTD -,"Nasr City, Cairo, Egypt ",Full Time,Experienced · 3 - 5 Yrs of Exp · Engineering - Other · Development · Information Technology (IT) · Software Development · Software Engineering
Assistant Product Manager,Infinity Clinic Pharma -,"Nasr City, Cairo, Egypt ",Full Time,Experienced · 2 - 3 Yrs of Exp · Marketing/PR/Advertising · Orthopedic · Pharmacy
Research & Development Section Head,Powerline -,"10th of Ramadan City, Cairo, Egypt ",Full Time,Experienced · 5 - 8 Yrs of Exp · R&D/Science · Business Development · Engineering - Mechanical/Electrical · Mechanical Engineering · Low Voltage Panels · Sheetmetal Assembly · Medium Voltage Panels · SolidWorks · International Standards
Senior Integration Engineer,Confidential -,"Cairo, Egypt ",Full Time,Experienced · 5 - 10 Yrs of Exp · Engineering - Telecom/Technology · Engineering - Mechanical/Electrical · Java · Engineering · Agile · API · SQL · Software Development · Software · Information Technology (IT)
Quality Control Chemist,TechnoBit Group -,"Belbes, Sharqia, Egypt ",Full Time,Experienced · 2 - 5 Yrs of Exp · R&D/Science · Manufacturing/Production · Quality · Chemistry · Lab technician · Lab · technician · QC · QA · Quality Auditing
Application Support Specialist,Al Ahly Medical Company -,"Giza, Giza, Egypt ",Full Time,Entry Level · 1 - 2 Yrs of Exp · Customer Service/Support · IT/Software Development · Engineering - Telecom/Technology · computer · Customer Service · Customer Support · Customer Care · business · Information Technology (IT) · ITIL
System Administrator,PICO -,"Zamalek, Cairo, Egypt ",Full Time,Experienced · 3 - 4 Yrs of Exp · IT/Software Development · Information Technology (IT) · Engineering · System Administration
Full Stack Web Developer,Enegix -,"Alexandria, Egypt ",Full Time,Experienced · 2+ Yrs of Exp · Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology · Full Stack Development · PHP · Laravel · React js · React Native · Web Development · Vue.js
Senior Backend Developer (.NET),EDRAK Software -,"Maadi, Cairo, Egypt ",Full Time,Experienced · 4 - 6 Yrs of Exp · IT/Software Development · .Net Development · ASP.Net Web API · APIs · Software Development · ERP Software · Software Engineering
Flutter developer,TRAUXIT -,"Mansoura, Dakahlia, Egypt ",Full Time,Entry Level · 1 - 2 Yrs of Exp · IT/Software Development · Android · Mobile Development · flutter · Software · Software Development
R&D Specialist (Raw Materials),Al Andalous Pharmaceutical Industries -,"6th of October, Giza, Egypt ",Full Time,Entry Level · 1 - 3 Yrs of Exp · R&D/Science · Pharmaceutical · Pharmaceutical · Research · raw material · Development
Senior Business Analyst,Confidential -,"Maadi, Cairo, Egypt ",Full Time,Experienced · 4 - 6 Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Business Analysis · Information Technology (IT) · Information Systems
.NET Developer,Integrated Technology Group -,"Heliopolis, Cairo, Egypt ",Full Time,Experienced · 3 - 5 Yrs of Exp · IT/Software Development · .Net · ASP.Net · JavaScript · jQuery · REST · Software Development · Web Development · MVC
Network Engineer,Confidential -,"Cairo, Egypt ",Full Time,Experienced · 2 - 3 Yrs of Exp · Engineering - Construction/Civil/Architecture · Engineering - Telecom/Technology · CCNP · Networking · Information Technology (IT) · Infrastructure
Full Stack Developer,cCc callcenter and Digital Marketing -,"Nasr City, Cairo, Egypt ",Full Time,Experienced · 3 - 7 Yrs of Exp · IT/Software Development · Marketing/PR/Advertising · Angular · CSS · Full Stack · HTML · Information Technology (IT) · Java · jQuery · JavaScript
Telecommunications and Information Technology Engineer,Tatas -,"Akhmim, Sohag, Egypt ",Full Time,Experienced · 2 - 5 Yrs of Exp · Installation/Maintenance/Repair · Operations/Management · Engineering - Telecom/Technology · CCTV · Communication Engineering · Electronics · English · Project Management · Electrical Engineering · System Integration
.NET C# Developer,Confidential -,"Nasr City, Cairo, Egypt ",Full Time,Entry Level · 1 - 3 Yrs of Exp · IT/Software Development · .NET · ASP.NET · C# · MVC · jQuery · AJAX · javaScript · ORM · TFS
Mechanical site engineer,TIC -,"Cairo, Egypt ",Full Time,Experienced · 2 - 6 Yrs of Exp · Engineering - Construction/Civil/Architecture · Installation/Maintenance/Repair · Engineering - Mechanical/Electrical · Electrical Engineering · Mechanical Engineering · Mechanical · Engineering
Odoo ERP Senior Pre-Sales,Objects -,"Cairo, Egypt ",Full Time,Experienced · 4 - 7 Yrs of Exp · Business Development · Marketing/PR/Advertising · Sales/Retail · Communication skills · Information Technology (IT) · Marketing · Odoo · ERP · Sales · sales skills
Implementation mechanical engineer,altameerarabian -,"New Cairo, Cairo, Egypt ",Full Time,Experienced · 10 - 15 Yrs of Exp · Engineering - Mechanical/Electrical · Mechanical · Mechanical Engineering · Engineering
Quality Assurance Executive,Meduo -,"6th of October, Giza, Egypt ",Full Time,Experienced · 2 - 4 Yrs of Exp · R&D/Science · Quality · Quality Control · Research · Analysis
"Full time Senior ASP Net Core, Blazor Full Stack Developer",Sinmar Soft  -,"New Nozha, Cairo, Egypt ",Full Time,Experienced · 3 - 10 Yrs of Exp · IT/Software Development · Project/Program Management · Engineering - Telecom/Technology · blazor · MVC · ASP.NET Core · c#.net · ASP.net MVC 5
Junior Quality control specialist,Leader cosmetics -,"Qanater Khairya, Qalubia, Egypt ",Full Time,Entry Level · 0 - 1 Yrs of Exp · R&D/Science · Quality · Analysis · quality · Quality Control
IT Help Desk Specialist,TMA For Industrial Supplies -,"Nasr City, Cairo, Egypt ",Full Time,Experienced · 5 - 7 Yrs of Exp · males_only · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Engineering · Help desk · Hardware · Information Technology (IT) · networks · MCSE · Maintenance
Odoo Implementer,Parkville Pharmaceuticals -,"Giza, Egypt ",Full Time,Experienced · 2 - 3 Yrs of Exp · IT/Software Development · Odoo · ERP
